"Product ","Category ","Tax Category ","Location ","Strain ","Member Discount ","Requires Weighing ","Medicated ","Requires Inventory ","Default Vendor ","Default Usable ","Cost Per Unit ","Inventory Type ","Quantity On Hand ","Metrc Weighable ","Rec Tax Category ","Medical Label ","Recreational Label "
"Blackjack JNT 1g","Prerolls","Tax Exempt","Apothca - Eugene","Blackjack","Yes","No","Yes","Yes","Sugar Shack Farms","1","1.25","Bud","","No","Tax Standard","Default Label","Default Label"
"Blackjack PP 1g
","Premium Shelf","Tax Exempt","Apothca - Eugene","Blackjack","Yes","No","Yes","Yes","Sugar Shack Farms","1","2.41","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Blackjack PP 3.5g
","Premium Shelf","Tax Exempt","Apothca - Eugene","Blackjack","Yes","No","Yes","Yes","Sugar Shack Farms","3.5","8.44","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Blackjack PP 7g","Premium Shelf","Tax Exempt","Apothca - Eugene","Blackjack","Yes","No","Yes","Yes","Sugar Shack Farms","7","16.87","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Blood Orange JNT 0.5g 10pk","Prerolls","Tax Exempt","Apothca - Eugene","Blood Orange","Yes","No","Yes","Yes","Bishop Orchards","5","8","Bud","","No","Tax Standard","Default Label","Default Label"
"Blood Orange x Sapphire OG JNT 0.5g 10pk","Prerolls","Tax Exempt","Apothca - Eugene","Blood Orange","Yes","No","Yes","Yes","Bishop Orchards","5","10","Bud","","No","Tax Standard","Default Label","Default Label"
"Blue Cheese Cart Dist 1g","Cartridges","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","CWD Northwest, Inc.
","1","3","Cannabinoid extract in liquid form","43","No","Tax Standard","Default Label","Default Label"
"Blue City Diesel JNT 0.5g 10pk","Prerolls","Tax Exempt","Apothca - Eugene","Blue city Diesel","Yes","No","Yes","Yes","Bishop Orchards","5","8","Bud","","No","Tax Standard","Default Label","Default Label"
"Blue Cookies Cart CO2 1g","Cartridges","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Green Sea Distribution","1","8","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Blue Dream cart DIST 1g","Cartridges","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","CWD Northwest, Inc.
","1","10","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Blue Magoo BLUNT 1g","Prerolls","Tax Exempt","Apothca - Eugene","Blue Magoo","Yes","No","Yes","Yes","Fire Dept. Cannabis","1","3","Bud","","No","Tax Standard","Default Label","Default Label"
"Blue Magoo BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Blue Magoo","Yes","Yes","Yes","Yes","Lifted","","0.28","Bud","454.00","Yes","Tax Standard","Default Label","Default Label"
"Blue Magoo cart LR 1g","Cartridges","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","16.2","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Blue Magoo JNT 0.5g 5pk","Prerolls","Tax Exempt","Apothca - Eugene","Blue Magoo","Yes","No","Yes","Yes","Lifted","2.5","1.23","Bud","","No","Tax Standard","Default Label","Default Label"
"Blue Magoo JNT 0.6g 2pk","Prerolls","Tax Exempt","Apothca - Eugene","Blue Magoo","Yes","No","Yes","Yes","Lifted","1.2","1.79","Bud","","No","Tax Standard","Default Label","Default Label"
"Blue Magoo JNT 8g","Prerolls","Tax Exempt","Apothca - Eugene","Blue Magoo","Yes","No","Yes","Yes","Lifted","8","3.28","Bud","","No","Tax Standard","Default Label","Default Label"
"Blue Magoo PP 1g","Sharing Shelf","Tax Exempt","Apothca - Eugene","Blue Magoo","Yes","No","Yes","Yes","Lifted","1","1.43","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Blue Magoo PP 3.5g","Sharing Shelf","Tax Exempt","Apothca - Eugene","Blue Magoo","Yes","No","Yes","Yes","Lifted","3.5","5.01","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Blue Magoo PP 7g","Sharing Shelf","Tax Exempt","Apothca - Eugene","Blue Magoo","Yes","No","Yes","Yes","Lifted","7","10.01","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Blueberry Diesel budder 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Oregrown Eugene","1","8","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"Blueberry Diesel OG cart Dist 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","13.5","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Blueberry Diesel x OT PP 28g","Bulk Shake","Tax Exempt","Apothca - Eugene","Blueberry Diesel x Triple OG","Yes","No","Yes","Yes","Sugar Shack Farms","28","36.96","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Blueberry Diesel x TO BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Blueberry Diesel x Triple OG","Yes","Yes","Yes","Yes","Lifted","","1.98","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Blueberry Diesel x Triple OG BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Blueberry Diesel x Triple OG","Yes","Yes","Yes","Yes","Sugar Shack Farms","","2.64","Bud","110","Yes","Tax Standard","Default Label","Default Label"
"Blueberry Diesel x Triple OG JNT 0.5g 5pk","Prerolls","Tax Exempt","Apothca - Eugene","Blueberry Diesel x Triple OG","Yes","No","Yes","Yes","Sugar Shack Farms","2.5","3.3","Bud","","No","Tax Standard","Default Label","Default Label"
"Blueberry Diesel x Triple OG PP 1g","Premium Shelf","Tax Exempt","Apothca - Eugene","Blueberry Diesel x Triple OG","Yes","No","Yes","Yes","Sugar Shack Farms","1","2.63","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Blueberry Diesel x Triple OG PP 3.5g","Premium Shelf","Tax Exempt","Apothca - Eugene","Blueberry Diesel x Triple OG","Yes","No","Yes","Yes","Sugar Shack Farms","3.5","9.23","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Blueberry Diesel x Triple OG PP 7g","Premium Shelf","Tax Exempt","Apothca - Eugene","Blueberry Diesel x Triple OG","Yes","No","Yes","Yes","Sugar Shack Farms","7","7.71","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Blueberry Muffin Bbuds BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Blueberry Muffin","Yes","Yes","Yes","Yes","Sugar Shack Farms","","1.32","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Blueberry Muffin cart LR 1g","Cartridges","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Drops","1","15.63","Cannabinoid extract in liquid form","17","No","Tax Standard","Default Label","Default Label"
"Blueberry Muffin JNT 0.5g 10pk","Prerolls","Tax Exempt","Apothca - Eugene","Blueberry Muffin","Yes","No","Yes","Yes","Sugar Shack Farms","5","8","Bud","","No","Tax Standard","Default Label","Default Label"
"Blueberry Muffin JNT 0.5g 5pk","Prerolls","Tax Exempt","Apothca - Eugene","Blueberry Muffin","Yes","No","Yes","Yes","Sugar Shack Farms","2.5","3.27","Bud","","No","Tax Standard","Default Label","Default Label"
"Blueberry Muffin JNT 1g","Prerolls","Tax Exempt","Apothca - Eugene","Blueberry Muffin","Yes","No","Yes","Yes","Sugar Shack Farms","1","0.62","Bud","","No","Tax Standard","Default Label","Default Label"
"Blueberry Muffin JNT 6g","Prerolls","Tax Exempt","Apothca - Eugene","Blueberry Muffin","Yes","No","Yes","Yes","Sugar Shack Farms","6","21.09","Bud","","No","Tax Standard","Default Label","Default Label"
"Bruce Banner PP 1g","Sharing Shelf","Tax Exempt","Apothca - Eugene","Bruce Banner","Yes","No","Yes","Yes","Southlake Farms","1","2.09","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Bubba Kush BULK
","Bulk Flower","Tax Exempt","Apothca - Eugene","Bubba Kush","Yes","Yes","Yes","Yes","The Dub Wholesale","","1.10","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Bubba Kush JNT 0.6g 2pk","Prerolls","Tax Exempt","Apothca - Eugene","Bubba Kush","Yes","No","Yes","Yes","The Dub Wholesale","1.2","1.1","Bud","","No","Tax Standard","Default Label","Default Label"
"Cannatonic BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Canatonic","Yes","Yes","Yes","Yes","Wisely Organics","","1.1","Bud","27.8","Yes","Tax Standard","Default Label","Default Label"
"Captain Fantasy BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Captain Fantasy","Yes","Yes","Yes","Yes","Portland Cannabis Market","","1.32","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Captain Fantasy JNT 0.6g","Prerolls","Tax Exempt","Apothca - Eugene","Captain Fantasy","Yes","No","Yes","Yes","Portland Cannabis Market","0.6","0.79","Bud","","No","Tax Standard","Default Label","Default Label"
"Captain Fantasy PP 1g","Economic Shelf","Tax Exempt","Apothca - Eugene","Captain Fantasy","Yes","No","Yes","Yes","Portland Cannabis Market","1","3.33","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Captain Fantasy PP 3.5g","Economic Shelf","Tax Exempt","Apothca - Eugene","Captain Fantasy","Yes","No","Yes","Yes","Portland Cannabis Market","3.5","4.62","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Captain Fantasy PP 7g","Economic Shelf","Tax Exempt","Apothca - Eugene","Captain Fantasy","Yes","No","Yes","Yes","Portland Cannabis Market","7","9.24","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Carl Sagan BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Carl Sagan","Yes","Yes","Yes","Yes","Self Made Farms, LLC.","","0.66","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Carl Sagan PP 1g","Economic Shelf","Tax Exempt","Apothca - Eugene","Carl Sagan","Yes","No","Yes","Yes","Self Made Farms, LLC.","1","0.66","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Carl Sagan PP 3.5g","Economic Shelf","Tax Exempt","Apothca - Eugene","Carl Sagan","Yes","No","Yes","Yes","Self Made Farms, LLC.","3.5","2.31","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Carl Sagan PP 7g","Economic Shelf","Tax Exempt","Apothca - Eugene","Carl Sagan","Yes","No","Yes","Yes","Self Made Farms, LLC.","7","4.62","Bud","","Yes","Tax Standard","Default Label","Default Label"
"CBD Transdermal Patch","Topicals","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Green Sea Distribution","0.0353","10","Cannabinoid topicals","11","No","Tax Standard","Default Label","Default Label"
"CBD Variety JNT 10pk","Prerolls","Tax Exempt","Apothca - Eugene","CBD Variety","Yes","No","Yes","Yes","The Dub Wholesale","5","7.63","Bud","","No","Tax Exempt","Default Label","Default Label"
"CBDiesel BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","CBDiesel","Yes","Yes","Yes","Yes","Wisely Organics","","1.1","Bud","","Yes","Tax Standard","Default Label","Default Label"
"CBDiesel JNT 0.6g","Prerolls","Tax Exempt","Apothca - Eugene","CBDiesel","Yes","No","Yes","Yes","Wisely Organics","0.6","1.05","Bud","","No","Tax Standard","Default Label","Default Label"
"CBDiesel PP 1g","Economic Shelf","Tax Exempt","Apothca - Eugene","CBDiesel","Yes","No","Yes","Yes","Wisely Organics","1","1.1","Bud","","Yes","Tax Standard","Default Label","Default Label"
"CBDiesel PP 3.5g","Economic Shelf","Tax Exempt","Apothca - Eugene","CBDiesel","Yes","No","Yes","Yes","Wisely Organics","3.5","3.85","Bud","","Yes","Tax Standard","Default Label","Default Label"
"CBDiesel PP 7g","Economic Shelf","Tax Exempt","Apothca - Eugene","CBDiesel","Yes","No","Yes","Yes","Wisely Organics","7","7.7","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Chem OG Bbuds PP 1g
","Sharing Shelf","Tax Exempt","Apothca - Eugene","Chem OG","Yes","No","Yes","Yes","DYME Distribution","1","1.87","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Chem OG Bbuds PP 3.5g
","Sharing Shelf","Tax Exempt","Apothca - Eugene","Chem OG","Yes","No","Yes","Yes","DYME Distribution","3.5","6.55","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Chem OG Bbuds PP 7g","Sharing Shelf","Tax Exempt","Apothca - Eugene","Chem OG","Yes","No","Yes","Yes","DYME Distribution","7","13.09","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Chem OG JNT 0.6g 2pk","Prerolls","Tax Exempt","Apothca - Eugene","Chem OG","Yes","No","Yes","Yes","Lifted","1.2","2.24","Bud","","No","Tax Standard","Default Label","Default Label"
"Cherry Attobaox CBD LR 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Caduceus Hill LLC
","1","10","Cannabinoid extract in solid form","9","No","Tax Exempt","Default Label","Default Label"
"Cherry Chem Bbuds BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Cherry Chem","Yes","Yes","Yes","Yes","Sugar Shack Farms","","1.32","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Cherry Chem BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Cherry Chem","Yes","Yes","Yes","Yes","DYME Distribution","1","1.1","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Cherry Chem JNT 0.6g 2pk","Prerolls","Tax Exempt","Apothca - Eugene","Cherry Chem","Yes","No","Yes","Yes","Sugar Shack Farms","1.2","1.58","Bud","","No","Tax Standard","Default Label","Default Label"
"Cherry Chem JNT 1g","Prerolls","Tax Exempt","Apothca - Eugene","Cherry Chem","Yes","No","Yes","Yes","DYME Distribution","1","1.1","Bud","","No","Tax Standard","Default Label","Default Label"
"Cherry Chem LR 1g","Extracts","Tax Exempt","Apothca - Eugene","Cherry Chem","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","9","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"Cherry Chem PP 1g","Economic Shelf","Tax Exempt","Apothca - Eugene","Cherry Chem","Yes","No","Yes","Yes","Sugar Shack Farms","1","1.32","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Cherry Chem PP 3.5g","Economic Shelf","Tax Exempt","Apothca - Eugene","Cherry Chem","Yes","No","Yes","Yes","Sugar Shack Farms","3.5","4.62","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Cherry Chem PP 7g","Economic Shelf","Tax Exempt","Apothca - Eugene","Cherry Chem","Yes","No","Yes","Yes","Sugar Shack Farms","7","9.24","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Cherry Cookies BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Cherry Cookies","Yes","Yes","Yes","Yes","Odyssey","","3.07","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Cherry Cookies JNT 0.6g 2pk","Prerolls","Tax Exempt","Apothca - Eugene","Cherry Cookies","Yes","No","Yes","Yes","Odyssey","1.2","3.68","Bud","","No","Tax Standard","Default Label","Default Label"
"Cherry Cookies PP 1g
","Premium Shelf","Tax Exempt","Apothca - Eugene","Cherry Cookies","Yes","No","Yes","Yes","Odyssey","1","3.07","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Cherry Cookies PP 3.5g
","Premium Shelf","Tax Exempt","Apothca - Eugene","Cherry Cookies","Yes","No","Yes","Yes","Odyssey","3.5","10.75","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Cherry Cookies PP 7g","Premium Shelf","Tax Exempt","Apothca - Eugene","Cherry Cookies","Yes","No","Yes","Yes","Odyssey","7","21.49","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Cherry Limeade BLUNT 1g","Prerolls","Tax Exempt","Apothca - Eugene","Cherry Limeade","Yes","No","Yes","Yes","Fire Dept. Cannabis","1","3","Bud","16","No","Tax Standard","Default Label","Default Label"
"Cherry Limeade LR 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Oregrown Eugene","1","14","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"Cherry Wife 1:1 cart DIST 1g","Cartridges","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Dreamfield Transfer Services","1","16.5","Cannabinoid extract in liquid form","4","No","Tax Standard","Default Label","Default Label"
"Cherry Wine BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Cherry Wine","Yes","Yes","Yes","Yes","Portland Cannabis Market","","1.32","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Cherry Wine PP 1g","Economic Shelf","Tax Exempt","Apothca - Eugene","Cherry Wine","Yes","No","Yes","Yes","Portland Cannabis Market","1","1.32","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Cherry Wine PP 3.5g","Economic Shelf","Tax Exempt","Apothca - Eugene","Cherry Wine","Yes","No","Yes","Yes","Portland Cannabis Market","3.5","4.62","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Cherry Wine PP 7g","Economic Shelf","Tax Exempt","Apothca - Eugene","Cherry Wine","Yes","No","Yes","Yes","Portland Cannabis Market","7","9.24","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Choco Bonkers LR 1g","Concentrates","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","DYME Distribution","1","30","Cannabinoid concentrate in solid form","","No","Tax Standard","Default Label","Default Label"
"Choco Grape Diesel BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Choco Grape Diesel","Yes","Yes","Yes","Yes","DYME Distribution","","2.31","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Choco Grape Diesel JNT 0.6g","Prerolls","Tax Exempt","Apothca - Eugene","Choco Grape Diesel","Yes","No","Yes","Yes","DYME Distribution","0.6","1.39","Bud","","No","Tax Standard","Default Label","Default Label"
"Choco Grape Diesel JNT 0.6g 2pk","Prerolls","Tax Exempt","Apothca - Eugene","Choco Grape Diesel","Yes","No","Yes","Yes","DYME Distribution","1.2","1.64","Bud","","No","Tax Standard","Default Label","Default Label"
"Choco Grape Diesel JNT 8g","Prerolls","Tax Exempt","Apothca - Eugene","Choco Grape Diesel","Yes","No","Yes","Yes","DYME Distribution","8","10.96","Bud","","No","Tax Standard","Default Label","Default Label"
